Name,Date,Review_Title,Review_Text,Location,Rating
Ar Vin,"December 08, 2022",Good response from the team,"Good response from the team, it would be great if i get easy access to your service",GB,Rated 5 out of 5 stars
Anna McFarland,"December 08, 2022",Excellent help!,"Excellent help, was able to resolve my issue within minutes. Thank you",GB,Rated 5 out of 5 stars
Yifan Wang,"December 08, 2022",Good customer service,Good customer service. The live chat is very handy and John is helpful.,IE,Rated 5 out of 5 stars
Lacey,"December 08, 2022",Amazing customer service Nelson,Amazing customer service from Nelson. So helpful!! I made a mess of my returns and he has helped me so much.,GB,Rated 5 out of 5 stars
TJ,"December 08, 2022",Professional and helpful. Great customer service skills,Professional and helpful,GB,Rated 5 out of 5 stars
Brie,"December 08, 2022",Helpful and friendly,Helpful and friendly. Resolved the issue quickly. Thank you.,GB,Rated 5 out of 5 stars
Barbara,"December 08, 2022",Molly from customer service was super…,"Molly from customer service was super helpful and professional!Regarding the company, everything good but you need to look at those glitches about the orders disappearing from the account's record when you want to do a return, it's quite smelly!",GB,Rated 5 out of 5 stars
Meg,"December 08, 2022",Rob was very helpful and managed to…,Rob was very helpful and managed to resolve my issue fast. No complaints,GB,Rated 5 out of 5 stars
Maryam Hussan,"December 08, 2022",customer service was brilliant,"customer service was brilliant, mamaged to sortmy issue right away.",GB,Rated 5 out of 5 stars
Natalie,"December 08, 2022",The advisor was really helpful,"The advisor was really helpful, my parcel has gone missing and a replacement is being issued on a next day delivery service.",GB,Rated 5 out of 5 stars
Susan Walton,"December 08, 2022","Good experience, despite a problem","Evri failed to deliver my parcel - I selected next day, 10 days on I was still waiting. After raising the issue with Evri they falsely changes the tracking to delivered - the parcel was not delivered. I was home & no one came, I checked if it had been left in the garden & spoke with neighbours. ASOS have resolved this for me, the advisor was quick to sort it out, in a pleasant and friendly manner - when parcels go missing it is the courier at fault as ASOS uphold their end of the deal by sending it out - so thanks ASOS even though I never received my goods, you were exemplary",GB,Rated 5 out of 5 stars
Maria Khan,"December 08, 2022",A reassuring experience!,"My experience is still ongoing but ultimately, I will be very happy when my issue is resolved. Thus far, I feel your customer service department has reassured me that my case will indeed be resolved and will be considered a priority. The members of your team I've dealt with appear empathetic, understanding and genuine in their response to my issues.",GB,Rated 5 out of 5 stars
Erika Louise Santos,"December 07, 2022",helpful  helpful helpful helpful…,helpful  helpful helpful helpful helpful helpful,AE,Rated 4 out of 5 stars
J Patrick,"December 08, 2022",Janno was efficient in getting the…,Janno was efficient in getting the information I needed and gave me an understanding of why my order has been delayed.  I know they are busy especially at this time of year so it's reassuring that they exercise such patience with customers getting impatient..... Thanks Janno,GB,Rated 5 out of 5 stars
eric,"December 07, 2022",great service,he finds a solution to my issues orders,CA,Rated 5 out of 5 stars
Migle,"October 31, 2022",First choice for new clothing search,"First choice for new clothing search! I love that I can easily return clothes for no additional fee. A new feature in the app, that products have reviews is very helpful too.",LT,Rated 5 out of 5 stars
Abigail,"December 08, 2022",good customer service from Rahul,"was having issues with a parcel being delivered, spoke with Rahul who was amazing and got me a solution quickly and effectively and explained what he was doing - great work rahul!",GB,Rated 5 out of 5 stars
Trent Lewis,"December 07, 2022",Quick responses and a faster resolution…,Quick responses and a faster resolution than I anticipated. Love it.,CA,Rated 5 out of 5 stars
Jermaine Tee Ming Tze,"December 07, 2022",Good,Amazing customer service and served me well,MY,Rated 5 out of 5 stars
Chloe Bell,"December 07, 2022",Very friendly and clear and helpful,,IE,Rated 5 out of 5 stars
Coco,"December 01, 2022",Do you like great customer service?,"I have been shopping with ASOS since 2008. Yes. I’m THAT old. I have yet to have a bad customer service experience with this company. I’ve used the customer service email (something which i don’t believe is an option anymore) and  the chat function on the website. I always get help and my issue is usually resolved after a few moments. I’ve had refund queries, clothing quality issues, missing items in delivery and they have sorted all of these problems. I honestly wish more companies invested in their customer service like ASOS have.",GB,Rated 5 out of 5 stars
customer,"December 07, 2022",Felt important as a customer 10 out of 10,"Timely, professional and supportive",AU,Rated 5 out of 5 stars
Korhan,"December 06, 2022",Thanks so much,"She helped me very well, answered all my questions very clear!",NL,Rated 5 out of 5 stars
Dara Chhim,"December 07, 2022",Great Communication from Sai,"Very helpful, great communication, and very clearly explained from Sai",NZ,Rated 5 out of 5 stars
Dara Chhim,"December 07, 2022",Great Communication from Sai,"Very helpful, great communication, and very clearly explained from Sai",NZ,Rated 5 out of 5 stars
Naama Miller,"December 06, 2022",Was very helpful and nice,Was very helpful and nice. Short and into the point,IL,Rated 5 out of 5 stars
Bogdan Obirsanu,"December 06, 2022",Amazing customer service from Dan,"Amazing customer service from Dan. Very, very helpful and all was fixed in a couple of minutes",DK,Rated 5 out of 5 stars
jamie hannigan,"December 07, 2022",Dealt with a delayed order with Rohit…,Dealt with a delayed order with Rohit and answers all my questions very professional,IE,Rated 5 out of 5 stars
numero uno,"December 06, 2022",amazinga,"Sai was really great, very quick and super helpful. keep that way!! kissey kissey",HR,Rated 5 out of 5 stars
Sofia Pedersen,"December 06, 2022",Great costumer service!,Great costumer service1 Helped me a lot!,DK,Rated 5 out of 5 stars
Tia,"December 07, 2022",Very helpful online chat:),,GB,Rated 5 out of 5 stars
Hryhorii Ohanisian,"December 06, 2022",thanks,thanks. guys tried their best.,DE,Rated 5 out of 5 stars
Ulrik Pedersen,"December 05, 2022",4 out of 5,No problem with Asos itself. Just UPS being a bad delivery service as usual. The customer support is luckily friendly and helpful :),DK,Rated 4 out of 5 stars
Rita Vitorino,"December 07, 2022",Slow but effective,"It was a bit slow, but all questions were replied and the agent helped me a lot with all my queries.",PT,Rated 5 out of 5 stars
Sani Dora,"December 06, 2022",Did a great job helping me out verry…,Did a great job helping me out verry understanding,NL,Rated 5 out of 5 stars
Shauna,"December 07, 2022",The service agent was very kind and…,The service agent was very kind and helpful,IE,Rated 5 out of 5 stars
Craig,"December 07, 2022",Did not receive my order,"So I'm basing this review only on asos customer service There chat function was easy enough to use even for someone that's not the best with computers. The staff member who is dealing with my case of a item I have not received. was really understanding, friendly and reassuring so makes it stress free for me over all I have no complaints great job asos.",GB,Rated 5 out of 5 stars
Rosa,"December 07, 2022",Brilliant customer care team...not so brilliant courier service,"The customer care team have been brilliant recently when I've had a number of issues with a courier misplacing orders. The advisors I've spoken to have been very helpful and done everything they can to resolve the problems. The only reason I have taken a star off is because you are not able to request the use of a different courier, meaning my replacement parcels may be sent by the same courier (Evri) and be lost or delivered incorrectly yet again. This is not a mark against the advisors who have helped me (Sumer, Raphael & Jed) as this is not in their control and have been excellent.I have fed back to Evri as well but I know am I not the only one who has experienced issues with them and I would like ASOS to understand that not having another option, this will impact whether I order from ASOS again (or atleast not renew my premier account).",GB,Rated 4 out of 5 stars
Mohammad Karama Awadh,"December 06, 2022",Customer care was really helpful and…,"Customer care was really helpful and Straight to the point.Only issue was long waiting time, 10/10",SA,Rated 5 out of 5 stars
Alexandra,"December 07, 2022",Very helpful regarding my recent order!,,GB,Rated 5 out of 5 stars
Caroline,"December 06, 2022",Great customer care agent but,"Great customer care agent. Would expect asos customer care site to inform that all communication is to be done in English, since they have websites (or Google automatic translation in the browser) to ensure you don't have to re-write everything.",SE,Rated 4 out of 5 stars
Jasmine,"December 07, 2022",Jeddnitram was soo helpful and promising. Straight to the point clear and concise. He helped me and guided me. Gave me hope that this will be resolved.,Jeddnitram was soo helpful and promising. Straight to the point clear and concise. He helped me and guided me. Gave me hope that this will be resolved. Great customer service,GB,Rated 5 out of 5 stars
Nellie,"December 07, 2022",Missing item,I got in touch with ASOS today as an item was missing from a delivery. Paulene got back to me very quickly and offered me either a replacement or a refund.I was very satisfied with the service received today. Thank you.,GB,Rated 5 out of 5 stars
Natasha McLay,"December 07, 2022",Quick response and excellent…,Quick response and excellent communication. Refund processed very quickly,GB,Rated 5 out of 5 stars
Andre,"December 07, 2022","amazing person, great understanding…","amazing person great understanding willing to help. took care of my needs.  Preyashi also went out there way to ask how me how my day was going. I think that's very human of her, most people don't do that anymore 5-star customer service.",US,Rated 5 out of 5 stars
Elliot,"December 07, 2022",Quade was brilliant with my refund…,Quade was brilliant with my refund request and totally understandable if my situation,GB,Rated 5 out of 5 stars
Sandra Campbell,"December 07, 2022",Love my recent order received today,"Love my recent order received today. Love Love love it. This year I haven't shopped anywhere else, so very strange for me. I like a discount as I haven't got endless funds and I do like to look nice. Asos have an excellent discounted sale and constant discount codes. Suits me, a wide variety of styles and brands. Can allways find something I like. And not to detrimental on my pockets with sale and codes . So if you like your clothing and funds are limited. This is the go to place right now for me. Quality is good, delivery excellent, buy a yearly delivery pass, worth the outlay. Iam hoping another item in my wish list joins the sale... Loving them",GB,Rated 5 out of 5 stars
